code.ID,Database,Crop,Crop_Water,Database_Water,orderData,SEV_cond,orderBox,Chl
97,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,43.445
98,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,40.36
132,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.659
133,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,14.265
134,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.035
135,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,27.646
136,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,18.51
137,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,14.251
138,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,25.672
139,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.007
140,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,8.564
141,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,18.692
142,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,27.684
143,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,22.021
144,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,27.694
145,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,14.203
146,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.597
198,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,25.393
199,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.728
200,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.413
201,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.832
202,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.336
203,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.207
204,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.305
205,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,31.957
206,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,35.315
207,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.625
208,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,27.596
209,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,37.662
210,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,29.961
226,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,30.664
227,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,25.285
228,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,11.23
229,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,18.159
230,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,15.288
231,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,29.408
232,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,5.795
233,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,22.828
234,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,36.808
235,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,34.78
236,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,32.067
237,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,5.135
238,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,26.842
239,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,7.256
240,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,23.406
241,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,24.195
242,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,34.154
243,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,31.041
244,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,24.281
245,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,23.122
246,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,31.147
247,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,25.02
248,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,16.532
249,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,10.438
250,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,28.034
251,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,18.918
252,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,27.317
253,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,22.902
254,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,12.643
255,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,29.394
256,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,8.816
257,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,13.506
258,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,10.672
259,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,31.505
260,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,11.863
261,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,10.195
262,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,22.342
263,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,19.663
279,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,43.273
280,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,34.658
281,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,32.548
282,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,31.917
283,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,35.03
284,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,34.655
285,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,27.984
286,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,40.321
287,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,28.012
288,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,30.981
289,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,39.165
290,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,36.558
291,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,38.319
292,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,38.159
293,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,35.481
294,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,38.752
312,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.377
313,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,30.789
314,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,28.183
315,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,30.639
316,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.16
317,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,30.752
318,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,29.634
319,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,25.74
320,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,28.691
321,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,35.081
322,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.211
323,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,30.041
324,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,28.786
325,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,31.673
326,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,29.711
356,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,16.463
357,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,17.715
358,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.28
359,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,22.842
360,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,10.108
361,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.849
362,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.927
363,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,23.362
364,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.544
365,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.143
366,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,23.825
367,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,19.175
368,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,10.391
369,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.211
370,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,8.692
371,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,24.725
372,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,27.54
373,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,28.002
390,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,17.388
391,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,19.148
392,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,15.414
393,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.144
394,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,13.893
395,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,18.885
396,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,25.884
397,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,26.943
398,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,29.701
399,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,19.559
400,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,15.303
401,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,13.227
402,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.787
403,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,30.022
404,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,36.317
405,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,12.916
422,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,23.12
423,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,22.121
424,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,15.866
425,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,23.897
426,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,21.824
427,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,17.188
428,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,20.296
429,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,23.253
430,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,18.594
431,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,22.229
432,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,19.168
433,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,19.225
434,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,19.282
435,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,19.419
436,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,4-H,0,23.358
437,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,17.699
438,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,15.242
439,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,20.042
440,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,35.268
441,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,26.003
442,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,26.044
443,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,20.166
444,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,15.111
445,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,13.115
446,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,23.077
447,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,18.614
448,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,13.639
449,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,22.36
467,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,37.227
468,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,34.157
469,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,36.546
470,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.422
471,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.413
472,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,35.712
473,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,34.208
474,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,31.438
475,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,26.236
476,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.907
477,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.754
478,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,32.507
479,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.46
480,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,33.446
481,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.385
482,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.484
483,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,16.487
484,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,25.014
485,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,26.036
486,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,14.112
487,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,20.381
488,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,23.162
489,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,24.408
490,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,26.895
491,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,25.288
492,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.304
493,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,25.844
494,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,21.347
495,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,27.773
496,Mallorca,Almond,Almond_Rainfed,Mallorca_Rainfed,A-M,7-TP-Xf,0,26.671
561,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,17.869
562,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,35.124
563,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,19.768
564,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,35.485
565,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,30.926
566,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,22.356
567,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,25.794
568,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,19.96
569,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,30.931
570,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,24.837
571,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,30.797
572,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,29.521
573,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,22.152
574,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,16.684
575,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,7-TP-Xf,0,15.11
